State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
29,559,0027,000000,0000,000000,KARNATAKA,Raichur,CD BLOCK,Lingsugur ,Total,54940,314021,158245,155776,50328,25915,24413,76106,38594,37512,62160,31105,31055,152056,93171,58885,161965,65074,96891,146937,84317,62620,109382,71861,37521,47696,37742,9954,35529,14333,21196,2627,1678,949,23530,18108,5422,37555,12456,25099,2770,1266,1504,25864,6427,19437,1154,466,688,7767,4297,3470,33284,10528,22756,2421,1112,1309,24519,6013,18506,996,392,604,5348,3011,2337,4271,1928,2343,349,154,195,1345,414,931,158,74,84,2419,1286,1133,167084,73928,93156
29,559,0027,000000,0000,000000,KARNATAKA,Raichur,CD BLOCK,Lingsugur ,Rural,52181,297743,150029,147714,48173,24827,23346,72732,36892,35840,60393,30227,30166,141990,87275,54715,155753,62754,92999,142257,80472,61785,105550,68621,36929,47542,37614,9928,35148,14093,21055,2576,1634,942,20284,15280,5004,36707,11851,24856,2753,1255,1498,25760,6371,19389,1093,416,677,7101,3809,3292,32677,10091,22586,2406,1102,1304,24439,5969,18470,965,370,595,4867,2650,2217,4030,1760,2270,347,153,194,1321,402,919,128,46,82,2234,1159,1075,155486,69557,85929
29,559,0027,000000,0000,000000,KARNATAKA,Raichur,CD BLOCK,Lingsugur ,Urban,2759,16278,8216,8062,2155,1088,1067,3374,1702,1672,1767,878,889,10066,5896,4170,6212,2320,3892,4680,3845,835,3832,3240,592,154,128,26,381,240,141,51,44,7,3246,2828,418,848,605,243,17,11,6,104,56,48,61,50,11,666,488,178,607,437,170,15,10,5,80,44,36,31,22,9,481,361,120,241,168,73,2,1,1,24,12,12,30,28,2,185,127,58,11598,4371,7227
29,559,0027,600344,0000,000000,KARNATAKA,Raichur,VILLAGE,Upanhal,Rural,107,514,258,256,82,47,35,9,6,3,100,47,53,318,192,126,196,66,130,267,135,132,250,134,116,138,89,49,25,3,22,12,3,9,75,39,36,17,1,16,0,0,0,14,0,14,1,0,1,2,1,1,17,1,16,0,0,0,14,0,14,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,123,124
29,559,0027,600345,0000,000000,KARNATAKA,Raichur,VILLAGE,Ankanhal,Rural,101,472,234,238,75,41,34,111,51,60,6,4,2,248,152,96,224,82,142,234,126,108,199,120,79,113,90,23,33,2,31,5,2,3,48,26,22,35,6,29,0,0,0,27,2,25,0,0,0,8,4,4,34,6,28,0,0,0,27,2,25,0,0,0,7,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,238,108,130
29,559,0027,600346,0000,000000,KARNATAKA,Raichur,VILLAGE,Tondihal,Rural,220,1270,625,645,205,97,108,93,40,53,33,19,14,463,291,172,807,334,473,1011,506,505,25,18,7,0,0,0,0,0,0,10,7,3,15,11,4,986,488,498,2,1,1,2,1,1,1,0,1,981,486,495,4,1,3,1,0,1,1,1,0,0,0,0,2,0,2,982,487,495,1,1,0,1,0,1,1,0,1,979,486,493,259,119,140
29,559,0027,600347,0000,000000,KARNATAKA,Raichur,VILLAGE,Mallapur,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,559,0027,600348,0000,000000,KARNATAKA,Raichur,VILLAGE,Halkawatgi,Rural,317,1718,835,883,293,147,146,483,224,259,19,10,9,875,543,332,843,292,551,892,431,461,152,140,12,76,71,5,15,13,2,13,12,1,48,44,4,740,291,449,217,162,55,290,48,242,108,20,88,125,61,64,740,291,449,217,162,55,290,48,242,108,20,88,125,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,404,422
29,559,0027,600349,0000,000000,KARNATAKA,Raichur,VILLAGE,Palgal Dinni,Rural,117,578,295,283,93,43,50,161,83,78,30,11,19,262,185,77,316,110,206,271,173,98,142,131,11,69,68,1,24,20,4,9,7,2,40,36,4,129,42,87,33,5,28,92,36,56,2,1,1,2,0,2,128,42,86,33,5,28,91,36,55,2,1,1,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,307,122,185
29,559,0027,600350,0000,000000,KARNATAKA,Raichur,VILLAGE,Tumbalgaddi,Rural,87,423,210,213,57,27,30,58,31,27,16,7,9,259,154,105,164,56,108,213,123,90,100,88,12,49,49,0,10,7,3,3,3,0,38,29,9,113,35,78,58,14,44,40,13,27,0,0,0,15,8,7,113,35,78,58,14,44,40,13,27,0,0,0,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,87,123
