State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
29,564,0057,000000,0000,000000,KARNATAKA,Haveri,CD BLOCK,Shiggaon ,Total,28118,137174,70703,66471,17974,9342,8632,21459,11055,10404,10561,5463,5098,89076,50223,38853,48098,20480,27618,65683,43063,22620,54534,39244,15290,21733,18494,3239,22977,13099,9878,1016,571,445,8808,7080,1728,11149,3819,7330,1446,397,1049,7871,2434,5437,404,144,260,1428,844,584,10306,3546,6760,1292,349,943,7588,2367,5221,299,101,198,1127,729,398,843,273,570,154,48,106,283,67,216,105,43,62,301,115,186,71491,27640,43851
29,564,0057,000000,0000,000000,KARNATAKA,Haveri,CD BLOCK,Shiggaon ,Rural,28118,137174,70703,66471,17974,9342,8632,21459,11055,10404,10561,5463,5098,89076,50223,38853,48098,20480,27618,65683,43063,22620,54534,39244,15290,21733,18494,3239,22977,13099,9878,1016,571,445,8808,7080,1728,11149,3819,7330,1446,397,1049,7871,2434,5437,404,144,260,1428,844,584,10306,3546,6760,1292,349,943,7588,2367,5221,299,101,198,1127,729,398,843,273,570,154,48,106,283,67,216,105,43,62,301,115,186,71491,27640,43851
29,564,0057,000000,0000,000000,KARNATAKA,Haveri,CD BLOCK,Shiggaon ,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,564,0057,603879,0000,000000,KARNATAKA,Haveri,VILLAGE,Kamalanagar,Rural,116,586,319,267,102,57,45,573,311,262,2,1,1,275,166,109,311,153,158,322,180,142,308,174,134,12,12,0,267,138,129,0,0,0,29,24,5,14,6,8,0,0,0,12,5,7,0,0,0,2,1,1,13,5,8,0,0,0,12,5,7,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,264,139,125
29,564,0057,603880,0000,000000,KARNATAKA,Haveri,VILLAGE,Muthalli,Rural,244,1130,581,549,147,80,67,363,180,183,66,36,30,702,402,300,428,179,249,590,348,242,523,331,192,42,36,6,336,185,151,8,4,4,137,106,31,67,17,50,12,3,9,38,4,34,1,0,1,16,10,6,22,11,11,2,1,1,7,1,6,1,0,1,12,9,3,45,6,39,10,2,8,31,3,28,0,0,0,4,1,3,540,233,307
29,564,0057,603881,0000,000000,KARNATAKA,Haveri,VILLAGE,Tadas,Rural,1760,8755,4449,4306,1268,640,628,1095,554,541,59,29,30,5542,2990,2552,3213,1459,1754,3316,2504,812,2624,2076,548,736,621,115,710,475,235,118,92,26,1060,888,172,692,428,264,22,13,9,249,164,85,172,77,95,249,174,75,588,374,214,18,11,7,248,164,84,115,49,66,207,150,57,104,54,50,4,2,2,1,0,1,57,28,29,42,24,18,5439,1945,3494
29,564,0057,603882,0000,000000,KARNATAKA,Haveri,VILLAGE,Thimmapur,Rural,340,1625,848,777,248,139,109,177,91,86,26,12,14,955,526,429,670,322,348,674,484,190,629,480,149,304,262,42,196,116,80,6,2,4,123,100,23,45,4,41,21,1,20,19,2,17,2,0,2,3,1,2,45,4,41,21,1,20,19,2,17,2,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,364,587
29,564,0057,603883,0000,000000,KARNATAKA,Haveri,VILLAGE,Adavisomapur,Rural,401,1881,980,901,278,155,123,41,25,16,316,165,151,1064,622,442,817,358,459,887,629,258,709,526,183,368,342,26,296,157,139,8,7,1,37,20,17,178,103,75,3,3,0,155,81,74,0,0,0,20,19,1,178,103,75,3,3,0,155,81,74,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,351,643
29,564,0057,603884,0000,000000,KARNATAKA,Haveri,VILLAGE,Gudageri,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,564,0057,603885,0000,000000,KARNATAKA,Haveri,VILLAGE,Mamadapur,Rural,104,585,304,281,120,63,57,584,303,281,0,0,0,313,185,128,272,119,153,350,177,173,348,177,171,139,75,64,174,77,97,0,0,0,35,25,10,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,127,108
29,564,0057,603886,0000,000000,KARNATAKA,Haveri,VILLAGE,Kunnur,Rural,659,3245,1663,1582,472,229,243,311,156,155,214,113,101,1929,1091,838,1316,572,744,1570,1047,523,1472,1030,442,606,544,62,646,321,325,16,14,2,204,151,53,98,17,81,4,2,2,88,12,76,0,0,0,6,3,3,98,17,81,4,2,2,88,12,76,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,616,1059
29,564,0057,603887,0000,000000,KARNATAKA,Haveri,VILLAGE,Neeralgi,Rural,352,1584,837,747,196,110,86,572,302,270,137,74,63,1088,629,459,496,208,288,609,506,103,587,494,93,183,178,5,324,253,71,8,7,1,72,56,16,22,12,10,1,1,0,11,3,8,0,0,0,10,8,2,18,10,8,1,1,0,9,2,7,0,0,0,8,7,1,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,975,331,644
29,564,0057,603888,0000,000000,KARNATAKA,Haveri,VILLAGE,Kadahalli,Rural,214,1084,557,527,157,71,86,238,117,121,274,147,127,777,439,338,307,118,189,329,301,28,317,290,27,257,243,14,30,24,6,0,0,0,30,23,7,12,11,1,0,0,0,7,7,0,0,0,0,5,4,1,7,6,1,0,0,0,5,5,0,0,0,0,2,1,1,5,5,0,0,0,0,2,2,0,0,0,0,3,3,0,755,256,499
29,564,0057,603889,0000,000000,KARNATAKA,Haveri,VILLAGE,Shyadambi,Rural,117,592,303,289,79,41,38,301,147,154,16,10,6,405,232,173,187,71,116,314,205,109,215,193,22,121,120,1,43,30,13,4,4,0,47,39,8,99,12,87,6,3,3,90,7,83,0,0,0,3,2,1,88,8,80,6,3,3,82,5,77,0,0,0,0,0,0,11,4,7,0,0,0,8,2,6,0,0,0,3,2,1,278,98,180
29,564,0057,603890,0000,000000,KARNATAKA,Haveri,VILLAGE,Dhundshi,Rural,550,2444,1254,1190,311,185,126,819,440,379,36,11,25,1749,955,794,695,299,396,1142,759,383,1081,714,367,204,187,17,672,370,302,6,3,3,199,154,45,61,45,16,8,8,0,18,9,9,2,1,1,33,27,6,59,44,15,8,8,0,18,9,9,1,0,1,32,27,5,2,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1302,495,807
29,564,0057,603891,0000,000000,KARNATAKA,Haveri,VILLAGE,Jondalgatti,Rural,41,143,82,61,23,16,7,0,0,0,0,0,0,63,37,26,80,45,35,92,52,40,91,52,39,40,40,0,43,7,36,0,0,0,8,5,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,21
29,564,0057,603892,0000,000000,KARNATAKA,Haveri,VILLAGE,Aratal,Rural,391,1687,884,803,236,131,105,466,246,220,22,11,11,1103,631,472,584,253,331,778,514,264,763,505,258,311,299,12,338,116,222,14,13,1,100,77,23,15,9,6,2,1,1,11,6,5,0,0,0,2,2,0,15,9,6,2,1,1,11,6,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,370,539
