State/UTs_Code,District_Code,CD Block_Code,Town/Village_Code,Ward_Code,EB_Code,State/UTs_Name,District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Population in the age group 0-6 Male,Population in the age group 0-6 Female,Scheduled Castes population Person,Scheduled Castes population Male,Scheduled Castes population Female,Scheduled Tribes population Person,Scheduled Tribes population Male,Scheduled Tribes population Female,Literates Population Person,Literates Population Male,Literates Population Female,Illiterate Persons,Illiterate Male,Illiterate Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Working Population Person,Main Working Population Male,Main Working Population Female,Main Cultivator Population Person,Main Cultivator Population Male,Main Cultivator Population Female,Main Agricultural Labourers Population Person,Main Agricultural Labourers Population Male,Main Agricultural Labourers Population Female,Main Household Industries Population Person,Main Household Industries Population Male,Main Household Industries Population Female,Main Other Workers Population Person,Main Other Workers Population Male,Main Other Workers Population Female,Marginal Worker Population Person,Marginal Worker Population Male,Marginal Worker Population Female,Marginal Cultivator Population Person,Marginal Cultivator Population Male,Marginal Cultivator Population Female,Marginal Agriculture Labourers Population Person,Marginal Agriculture Labourers Population Male,Marginal Agriculture Labourers Population Female,Marginal Household Industries Population Person,Marginal Household Industries Population Male,Marginal Household Industries Population Female,Marginal Other Workers Population Person,Marginal Other Workers Population Male,Marginal Other Workers Population Female,Marginal Worker Population 3_6 Person,Marginal Worker Population 3_6 Male,Marginal Worker Population 3_6 Female,Marginal Cultivator Population 3_6 Person,Marginal Cultivator Population 3_6 Male,Marginal Cultivator Population 3_6 Female,Marginal Agriculture Labourers Population 3_6 Person,Marginal Agriculture Labourers Population 3_6 Male,Marginal Agriculture Labourers Population 3_6 Female,Marginal Household Industries Population 3_6 Person,Marginal Household Industries Population 3_6 Male,Marginal Household Industries Population 3-6 Female,Marginal Other Workers Population Person 3_6 Person,Marginal Other Workers Population Person 3_6 Male,Marginal Other Workers Population Person 3_6 Female,Marginal Worker Population 0_3 Person,Marginal Worker Population 0_3 Male,Marginal Worker Population 0_3_Female,Marginal Cultivator Population 0_3 Person,Marginal Cultivator Population 0_3 Male,Marginal Cultivator Population 0_3_Female,Marginal Agriculture Labourers Population 0_3 Person,Marginal Agriculture Labourers Population 0_3 Male,Marginal Agriculture Labourers Population 0_3 Female,Marginal Household Industries Population 0_3 Person,Marginal Household Industries Population 0_3 Male,Marginal Household Industries Population 0_3 Female,Marginal Other Workers Population 0_3 Person,Marginal Other Workers Population 0_3 Male,Marginal Other Workers Population 0_3 Female,Non Working Population Person,Non Working Population Male,Non Working Population Female
29,569,0090,000000,0000,000000,KARNATAKA,Udupi,CD BLOCK,Kundapura ,Total,73301,368027,172746,195281,33649,17158,16491,21320,10450,10870,14357,7045,7312,270473,137009,133464,97554,35737,61817,154216,102115,52101,129560,91990,37570,22153,14429,7724,19350,10468,8882,1964,1214,750,86093,65879,20214,24656,10125,14531,3871,1179,2692,11290,3335,7955,513,175,338,8982,5436,3546,22135,9289,12846,3534,1078,2456,10073,3003,7070,457,153,304,8071,5055,3016,2521,836,1685,337,101,236,1217,332,885,56,22,34,911,381,530,213811,70631,143180
29,569,0090,000000,0000,000000,KARNATAKA,Udupi,CD BLOCK,Kundapura ,Rural,71170,357798,167859,189939,32689,16671,16018,21138,10354,10784,14265,7000,7265,262464,132982,129482,95334,34877,60457,150080,99212,50868,125702,89250,36452,21980,14316,7664,19048,10345,8703,1925,1195,730,82749,63394,19355,24378,9962,14416,3864,1178,2686,11268,3328,7940,507,171,336,8739,5285,3454,21874,9132,12742,3527,1077,2450,10054,2996,7058,451,149,302,7842,4910,2932,2504,830,1674,337,101,236,1214,332,882,56,22,34,897,375,522,207718,68647,139071
29,569,0090,000000,0000,000000,KARNATAKA,Udupi,CD BLOCK,Kundapura ,Urban,2131,10229,4887,5342,960,487,473,182,96,86,92,45,47,8009,4027,3982,2220,860,1360,4136,2903,1233,3858,2740,1118,173,113,60,302,123,179,39,19,20,3344,2485,859,278,163,115,7,1,6,22,7,15,6,4,2,243,151,92,261,157,104,7,1,6,19,7,12,6,4,2,229,145,84,17,6,11,0,0,0,3,0,3,0,0,0,14,6,8,6093,1984,4109
29,569,0090,608660,0000,000000,KARNATAKA,Udupi,VILLAGE,Shiroor,Rural,3066,17432,8623,8809,1846,973,873,444,220,224,22,13,9,13892,7296,6596,3540,1327,2213,5061,4439,622,4533,4129,404,125,82,43,96,63,33,75,63,12,4237,3921,316,528,310,218,23,8,15,129,20,109,17,3,14,359,279,80,473,291,182,18,7,11,121,20,101,14,3,11,320,261,59,55,19,36,5,1,4,8,0,8,3,0,3,39,18,21,12371,4184,8187
29,569,0090,608661,0000,000000,KARNATAKA,Udupi,VILLAGE,Yedthare,Rural,1865,9627,4704,4923,822,424,398,359,184,175,498,270,228,7583,3888,3695,2044,816,1228,3463,2595,868,2877,2320,557,463,420,43,417,213,204,40,30,10,1957,1657,300,586,275,311,45,17,28,266,66,200,4,3,1,271,189,82,533,258,275,42,16,26,242,62,180,3,2,1,246,178,68,53,17,36,3,1,2,24,4,20,1,1,0,25,11,14,6164,2109,4055
29,569,0090,608662,0000,000000,KARNATAKA,Udupi,VILLAGE,Paduvari,Rural,1305,6977,3371,3606,648,323,325,516,251,265,11,2,9,5212,2758,2454,1765,613,1152,3077,2067,1010,1975,1687,288,230,164,66,161,101,60,17,15,2,1567,1407,160,1102,380,722,142,31,111,609,163,446,16,4,12,335,182,153,923,330,593,122,26,96,511,135,376,13,3,10,277,166,111,179,50,129,20,5,15,98,28,70,3,1,2,58,16,42,3900,1304,2596
29,569,0090,608663,0000,000000,KARNATAKA,Udupi,VILLAGE,Uppunda,Rural,2167,11456,5557,5899,990,518,472,191,106,85,12,5,7,8437,4502,3935,3019,1055,1964,4239,3335,904,3503,3010,493,214,141,73,95,61,34,33,26,7,3161,2782,379,736,325,411,38,17,21,503,186,317,6,3,3,189,119,70,670,296,374,30,15,15,464,170,294,4,1,3,172,110,62,66,29,37,8,2,6,39,16,23,2,2,0,17,9,8,7217,2222,4995
29,569,0090,608664,0000,000000,KARNATAKA,Udupi,VILLAGE,Bijoor,Rural,1191,6975,3304,3671,583,299,284,193,95,98,49,25,24,5309,2741,2568,1666,563,1103,3125,1944,1181,2438,1637,801,498,282,216,703,300,403,25,23,2,1212,1032,180,687,307,380,30,20,10,387,116,271,9,2,7,261,169,92,618,273,345,26,17,9,375,111,264,7,2,5,210,143,67,69,34,35,4,3,1,12,5,7,2,0,2,51,26,25,3850,1360,2490
29,569,0090,608665,0000,000000,KARNATAKA,Udupi,VILLAGE,Nandanavana,Rural,173,1032,480,552,57,26,31,81,38,43,0,0,0,862,425,437,170,55,115,406,222,184,230,136,94,92,43,49,74,44,30,3,3,0,61,46,15,176,86,90,85,40,45,56,20,36,10,7,3,25,19,6,122,57,65,44,19,25,52,19,33,9,7,2,17,12,5,54,29,25,41,21,20,4,1,3,1,0,1,8,7,1,626,258,368
29,569,0090,608666,0000,000000,KARNATAKA,Udupi,VILLAGE,Kergal,Rural,602,3390,1446,1944,354,178,176,119,56,63,2,2,0,2382,1110,1272,1008,336,672,1257,815,442,1038,675,363,286,157,129,323,202,121,7,3,4,422,313,109,219,140,79,14,8,6,121,80,41,1,0,1,83,52,31,211,135,76,12,6,6,120,79,41,1,0,1,78,50,28,8,5,3,2,2,0,1,1,0,0,0,0,5,2,3,2133,631,1502
29,569,0090,608667,0000,000000,KARNATAKA,Udupi,VILLAGE,Kirimanjeshwar,Rural,1431,7454,3353,4101,708,351,357,314,155,159,7,1,6,5547,2721,2826,1907,632,1275,2643,1875,768,2327,1722,605,287,169,118,432,170,262,2,2,0,1606,1381,225,316,153,163,47,13,34,129,42,87,1,0,1,139,98,41,305,148,157,46,12,34,125,41,84,1,0,1,133,95,38,11,5,6,1,1,0,4,1,3,0,0,0,6,3,3,4811,1478,3333
29,569,0090,608668,0000,000000,KARNATAKA,Udupi,VILLAGE,Kambadakone,Rural,599,3806,1819,1987,341,169,172,240,112,128,16,10,6,2868,1476,1392,938,343,595,1638,1136,502,958,835,123,129,99,30,121,91,30,9,8,1,699,637,62,680,301,379,10,4,6,379,100,279,18,5,13,273,192,81,580,280,300,10,4,6,302,93,209,15,3,12,253,180,73,100,21,79,0,0,0,77,7,70,3,2,1,20,12,8,2168,683,1485
29,569,0090,608669,0000,000000,KARNATAKA,Udupi,VILLAGE,Ulloor [11],Rural,425,2274,992,1282,216,117,99,107,56,51,20,10,10,1576,755,821,698,237,461,981,568,413,618,417,201,182,116,66,23,11,12,0,0,0,413,290,123,363,151,212,50,13,37,272,112,160,0,0,0,41,26,15,347,149,198,35,11,24,271,112,159,0,0,0,41,26,15,16,2,14,15,2,13,1,0,1,0,0,0,0,0,0,1293,424,869
29,569,0090,608670,0000,000000,KARNATAKA,Udupi,VILLAGE,Navunda,Rural,1039,5749,2639,3110,562,282,280,45,20,25,29,13,16,4277,2146,2131,1472,493,979,1918,1421,497,1548,1242,306,214,116,98,152,93,59,23,18,5,1159,1015,144,370,179,191,22,10,12,231,70,161,7,3,4,110,96,14,300,127,173,21,10,11,198,50,148,5,1,4,76,66,10,70,52,18,1,0,1,33,20,13,2,2,0,34,30,4,3831,1218,2613
29,569,0090,608671,0000,000000,KARNATAKA,Udupi,VILLAGE,Badakere,Rural,327,1711,737,974,156,89,67,0,0,0,0,0,0,1195,575,620,516,162,354,532,376,156,468,340,128,109,66,43,51,23,28,15,15,0,293,236,57,64,36,28,18,10,8,21,8,13,4,1,3,21,17,4,54,34,20,13,10,3,20,8,12,2,0,2,19,16,3,10,2,8,5,0,5,1,0,1,2,1,1,2,1,1,1179,361,818
